Id,Category
4772,Punc
4773,Adv
4774,Adv
4775,Noun
4776,Verb
4777,Punc
4778,Noun
4779,Noun
4780,Noun
4781,Noun
4782,Verb
4783,Punc
4784,Adj
4785,Noun
4786,Postp
4787,Noun
4788,Noun
4789,Adj
4790,Punc
4791,Noun
4792,Postp
4793,Adj
4794,Noun
4795,Noun
4796,Verb
4797,Punc
4798,Det
4799,Noun
4800,Postp
4801,Conj
4802,Noun
4803,Num
4804,Noun
4805,Postp
4806,Noun
4807,Verb
4808,Punc
4809,Det
4810,Noun
4811,Noun
4812,Noun
4813,Noun
4814,Verb
4815,Punc
4816,Noun
4817,Noun
4818,Verb
4819,Punc
4820,Noun
4821,Adj
4822,Punc
4823,Noun
4824,Postp
4825,Adj
4826,Det
4827,Noun
4828,Noun
4829,Noun
4830,Noun
4831,Verb
4832,Punc
4833,Adj
4834,Noun
4835,Postp
4836,Det
4837,Noun
4838,Noun
4839,Noun
4840,Verb
4841,Verb
4842,Punc
4843,Noun
4844,Noun
4845,Noun
4846,Noun
4847,Noun
4848,Noun
4849,Conj
4850,Verb
4851,Punc
4852,Noun
4853,Noun
4854,Verb
4855,Punc
4856,Noun
4857,Noun
4858,Noun
4859,Noun
4860,Adj
4861,Det
4862,Noun
4863,Noun
4864,Noun
4865,Noun
4866,Noun
4867,Noun
4868,Noun
4869,Noun
4870,Noun
4871,Noun
4872,Noun
4873,Verb
4874,Punc
4875,Noun
4876,Noun
4877,Noun
4878,Noun
4879,Noun
4880,Adv
4881,Adv
4882,Pron
4883,Punc
4884,Noun
4885,Adj
4886,Noun
4887,Verb
4888,Punc
4889,Noun
4890,Noun
4891,Adj
4892,Noun
4893,Noun
4894,Noun
4895,Noun
4896,Conj
4897,Noun
4898,Noun
4899,Verb
4900,Noun
4901,Verb
4902,Punc
4903,Adv
4904,Adv
4905,Noun
4906,Conj
4907,Punc
4908,Adv
4909,Noun
4910,Noun
4911,Noun
4912,Verb
4913,Punc
4914,Noun
4915,Noun
4916,Verb
4917,Pron
4918,Verb
4919,Punc
4920,Adj
4921,Noun
4922,Noun
4923,Noun
4924,Verb
4925,Punc
4926,Noun
4927,Punc
4928,Noun
4929,Noun
4930,Noun
4931,Noun
4932,Verb
4933,Punc
4934,Det
4935,Noun
4936,Noun
4937,Verb
4938,Punc
4939,Noun
4940,Noun
4941,Noun
4942,Verb
4943,Punc
4944,Noun
4945,Punc
4946,Noun
4947,Noun
4948,Adv
4949,Noun
4950,Noun
4951,Noun
4952,Adj
4953,Noun
4954,Det
4955,Noun
4956,Noun
4957,Noun
4958,Conj
4959,Noun
4960,Verb
4961,Verb
4962,Punc
4963,Noun
4964,Noun
4965,Noun
4966,Adj
4967,Noun
4968,Adj
4969,Det
4970,Adv
4971,Adj
4972,Det
4973,Noun
4974,Punc
4975,Noun
4976,Det
4977,Noun
4978,Verb
4979,Adj
4980,Noun
4981,Verb
4982,Punc
4983,Noun
4984,Postp
4985,Det
4986,Noun
4987,Noun
4988,Punc
4989,Adj
4990,Noun
4991,Noun
4992,Verb
4993,Punc
4994,Noun
4995,Noun
4996,Noun
4997,Punc
4998,Pron
4999,Adj
5000,Noun
5001,Noun
5002,Postp
5003,Noun
5004,Verb
5005,Punc
5006,Noun
5007,Det
5008,Noun
5009,Verb
5010,Punc
5011,Adj
5012,Conj
5013,Noun
5014,Adj
5015,Punc
5016,Det
5017,Conj
5018,Noun
5019,Noun
5020,Verb
5021,Punc
5022,Noun
5023,Adj
5024,Adj
5025,Punc
5026,Noun
5027,Conj
5028,Noun
5029,Noun
5030,Noun
5031,Verb
5032,Punc
5033,Noun
5034,Conj
5035,Adj
5036,Noun
5037,Verb
5038,Det
5039,Noun
5040,Punc
5041,Det
5042,Adj
5043,Noun
5044,Adj
5045,Noun
5046,Noun
5047,Verb
5048,Punc
5049,Noun
5050,Noun
5051,Noun
5052,Adj
5053,Noun
5054,Conj
5055,Adv
5056,Conj
5057,Verb
5058,Punc
5059,Verb
5060,Punc
5061,Noun
5062,Noun
5063,Verb
5064,Punc
5065,Conj
5066,Noun
5067,Verb
5068,Punc
5069,Noun
5070,Noun
5071,Conj
5072,Noun
5073,Noun
5074,Punc
5075,Noun
5076,Conj
5077,Noun
5078,Adj
5079,Noun
5080,Punc
5081,Noun
5082,Noun
5083,Noun
5084,Noun
5085,Conj
5086,Noun
5087,Noun
5088,Punc
5089,Verb
5090,Punc
5091,Noun
5092,Conj
5093,Adj
5094,Noun
5095,Noun
5096,Noun
5097,Noun
5098,Adj
5099,Noun
5100,Verb
5101,Punc
5102,Noun
5103,Adj
5104,Noun
5105,Noun
5106,Postp
5107,Pron
5108,Noun
5109,Adv
5110,Noun
5111,Verb
5112,Punc
5113,Noun
5114,Noun
5115,Postp
5116,Noun
5117,Noun
5118,Adj
5119,Noun
5120,Noun
5121,Noun
5122,Conj
5123,Noun
5124,Verb
5125,Punc
5126,Noun
5127,Noun
5128,Noun
5129,Adv
5130,Adv
5131,Noun
5132,Verb
5133,Punc
5134,Noun
5135,Det
5136,Noun
5137,Noun
5138,Noun
5139,Verb
5140,Punc
5141,Verb
5142,Punc
5143,Adv
5144,Conj
5145,Noun
5146,Noun
5147,Noun
5148,Noun
5149,Noun
5150,Punc
5151,Noun
5152,Noun
5153,Adj
5154,Adj
5155,Conj
5156,Noun
5157,Noun
5158,Noun
5159,Adj
5160,Det
5161,Adj
5162,Noun
5163,Noun
5164,Det
5165,Noun
5166,Noun
5167,Verb
5168,Punc
5169,Num
5170,Adj
5171,Det
5172,Noun
5173,Punc
5174,Noun
5175,Noun
5176,Noun
5177,Adv
5178,Noun
5179,Noun
5180,Noun
5181,Noun
5182,Verb
5183,Punc
5184,Det
5185,Noun
5186,Noun
5187,Noun
5188,Noun
5189,Num
5190,Noun
5191,Verb
5192,Punc
5193,Num
5194,Adj
5195,Adj
5196,Conj
5197,Noun
5198,Adj
5199,Det
5200,Adj
5201,Noun
5202,Noun
5203,Postp
5204,Adv
5205,Adv
5206,Verb
5207,Punc
5208,Noun
5209,Noun
5210,Adv
5211,Noun
5212,Postp
5213,Noun
5214,Num
5215,Noun
5216,Noun
5217,Noun
5218,Noun
5219,Noun
5220,Verb
5221,Punc
5222,Adv
5223,Noun
5224,Noun
5225,Adj
5226,Noun
5227,Noun
5228,Conj
5229,Noun
5230,Noun
5231,Verb
5232,Punc
5233,Adj
5234,Conj
5235,Adj
5236,Noun
5237,Noun
5238,Noun
5239,Noun
5240,Noun
5241,Noun
5242,Verb
5243,Punc
5244,Noun
5245,Noun
5246,Noun
5247,Noun
5248,Adv
5249,Noun
5250,Noun
5251,Noun
5252,Num
5253,Noun
5254,Noun
5255,Noun
5256,Noun
5257,Noun
5258,Verb
5259,Punc
5260,Noun
5261,Noun
5262,Noun
5263,Noun
5264,Conj
5265,Noun
5266,Noun
5267,Noun
5268,Verb
5269,Punc
5270,Adj
5271,Det
5272,Noun
5273,Noun
5274,Noun
5275,Noun
5276,Verb
5277,Punc
5278,Noun
5279,Noun
5280,Verb
5281,Verb
5282,Punc
5283,Noun
5284,Postp
5285,Noun
5286,Noun
5287,Noun
5288,Punc
5289,Adj
5290,Punc
5291,Adj
5292,Noun
5293,Verb
5294,Conj
5295,Noun
5296,Noun
5297,Noun
5298,Num
5299,Noun
5300,Punc
5301,Verb
5302,Punc
5303,Noun
5304,Punc
5305,Noun
5306,Conj
5307,Noun
5308,Verb
5309,Punc
5310,Adv
5311,Num
5312,Noun
5313,Noun
5314,Noun
5315,Noun
5316,Punc
5317,Noun
5318,Noun
5319,Noun
5320,Noun
5321,Noun
5322,Noun
5323,Noun
5324,Punc
5325,Noun
5326,Conj
5327,Adv
5328,Adj
5329,Postp
5330,Verb
5331,Punc
5332,Noun
5333,Noun
5334,Verb
5335,Punc
5336,Noun
5337,Adv
5338,Noun
5339,Noun
5340,Noun
5341,Adj
5342,Noun
5343,Noun
5344,Verb
5345,Punc
5346,Adj
5347,Noun
5348,Conj
5349,Verb
5350,Punc
5351,Noun
5352,Noun
5353,Adj
5354,Det
5355,Noun
5356,Verb
5357,Noun
5358,Noun
5359,Noun
5360,Noun
5361,Noun
5362,Conj
5363,Noun
5364,Noun
5365,Noun
5366,Noun
5367,Noun
5368,Noun
5369,Adv
5370,Punc
5371,Noun
5372,Noun
5373,Noun
5374,Noun
5375,Adj
5376,Noun
5377,Noun
5378,Noun
5379,Verb
5380,Punc
5381,Conj
5382,Noun
5383,Noun
5384,Adj
5385,Conj
5386,Noun
5387,Noun
5388,Noun
5389,Postp
5390,Adj
5391,Noun
5392,Noun
5393,Noun
5394,Noun
5395,Noun
5396,Noun
5397,Noun
5398,Verb
5399,Punc
5400,Noun
5401,Adj
5402,Noun
5403,Adj
5404,Adj
5405,Noun
5406,Noun
5407,Noun
5408,Noun
5409,Verb
5410,Punc
5411,Noun
5412,Noun
5413,Postp
5414,Noun
5415,Noun
5416,Adj
5417,Noun
5418,Verb
5419,Det
5420,Noun
5421,Punc
5422,Noun
5423,Adj
5424,Adj
5425,Adv
5426,Noun
5427,Verb
5428,Verb
5429,Punc
5430,Noun
5431,Noun
5432,Adj
5433,Noun
5434,Noun
5435,Noun
5436,Noun
5437,Pron
5438,Postp
5439,Verb
5440,Punc
5441,Adv
5442,Noun
5443,Verb
5444,Punc
5445,Noun
5446,Conj
5447,Adv
5448,Adj
5449,Punc
5450,Det
5451,Noun
5452,Punc
5453,Noun
5454,Adj
5455,Conj
5456,Noun
5457,Noun
5458,Noun
5459,Noun
5460,Adj
5461,Noun
5462,Verb
5463,Adv
5464,Punc
5465,Noun
5466,Punc
5467,Noun
5468,Punc
5469,Verb
5470,Punc
5471,Noun
5472,Noun
5473,Conj
5474,Adj
5475,Det
5476,Noun
5477,Noun
5478,Adj
5479,Noun
5480,Punc
5481,Noun
5482,Noun
5483,Conj
5484,Noun
5485,Noun
5486,Noun
5487,Postp
5488,Verb
5489,Punc
5490,Det
5491,Conj
5492,Adv
5493,Noun
5494,Punc
5495,Noun
5496,Noun
5497,Verb
5498,Noun
5499,Noun
5500,Punc
5501,Det
5502,Noun
5503,Noun
5504,Noun
5505,Noun
5506,Noun
5507,Noun
5508,Verb
5509,Punc
5510,Noun
5511,Adv
5512,Verb
5513,Punc
5514,Noun
5515,Punc
5516,Det
5517,Noun
5518,Noun
5519,Verb
5520,Punc
5521,Det
5522,Noun
5523,Adj
5524,Noun
5525,Verb
5526,Punc
5527,Noun
5528,Conj
5529,Adv
5530,Noun
5531,Verb
5532,Postp
5533,Verb
5534,Noun
5535,Noun
5536,Noun
5537,Noun
5538,Adv
5539,Punc
5540,Adj
5541,Noun
5542,Adj
5543,Det
5544,Noun
5545,Punc
5546,Det
5547,Noun
5548,Noun
5549,Noun
5550,Noun
5551,Punc
5552,Pron
5553,Verb
5554,Punc
5555,Noun
5556,Punc
5557,Noun
5558,Verb
5559,Punc
5560,Conj
5561,Noun
5562,Verb
5563,Punc
5564,Det
5565,Noun
5566,Adj
5567,Det
5568,Noun
5569,Noun
5570,Noun
5571,Verb
5572,Punc
5573,Noun
5574,Punc
5575,Adj
5576,Noun
5577,Noun
5578,Postp
5579,Adv
5580,Adj
5581,Det
5582,Noun
5583,Punc
5584,Conj
5585,Noun
5586,Noun
5587,Adj
5588,Conj
5589,Noun
5590,Noun
5591,Adj
5592,Noun
5593,Pron
5594,Conj
5595,Verb
5596,Punc
5597,Noun
5598,Noun
5599,Noun
5600,Adj
5601,Noun
5602,Conj
5603,Verb
5604,Punc
5605,Noun
5606,Verb
5607,Punc
5608,Noun
5609,Noun
5610,Noun
5611,Adv
5612,Punc
5613,Adv
5614,Verb
5615,Punc
5616,Postp
5617,Noun
5618,Noun
5619,Adj
5620,Det
5621,Noun
5622,Noun
5623,Adj
5624,Det
5625,Noun
5626,Verb
5627,Punc
5628,Noun
5629,Noun
5630,Adv
5631,Punc
5632,Num
5633,Noun
5634,Noun
5635,Noun
5636,Adv
5637,Adj
5638,Det
5639,Noun
5640,Noun
5641,Noun
5642,Punc
5643,Noun
5644,Noun
5645,Noun
5646,Adj
5647,Det
5648,Adj
5649,Noun
5650,Noun
5651,Noun
5652,Verb
5653,Punc
5654,Noun
5655,Punc
5656,Adv
5657,Noun
5658,Verb
5659,Punc
5660,Noun
5661,Conj
5662,Adj
5663,Det
5664,Noun
5665,Noun
5666,Noun
5667,Noun
5668,Postp
5669,Noun
5670,Punc
5671,Noun
5672,Noun
5673,Noun
5674,Noun
5675,Postp
5676,Adj
5677,Noun
5678,Noun
5679,Noun
5680,Punc
5681,Num
5682,Noun
5683,Adj
5684,Det
5685,Noun
5686,Postp
5687,Verb
5688,Pron
5689,Punc
5690,Noun
5691,Noun
5692,Noun
5693,Punc
5694,Noun
5695,Noun
5696,Noun
5697,Adj
5698,Noun
5699,Punc
5700,Noun
5701,Noun
5702,Noun
5703,Noun
5704,Verb
5705,Punc
5706,Noun
5707,Noun
5708,Noun
5709,Adj
5710,Verb
5711,Punc
5712,Adv
5713,Num
5714,Noun
5715,Noun
5716,Conj
5717,Pron
5718,Num
5719,Noun
5720,Verb
5721,Punc
5722,Adv
5723,Noun
5724,Adj
5725,Postp
5726,Adv
5727,Noun
5728,Noun
5729,Verb
5730,Punc
5731,Adj
5732,Noun
5733,Punc
5734,Noun
5735,Adv
5736,Verb
5737,Punc
5738,Noun
5739,Adj
5740,Det
5741,Noun
5742,Noun
5743,Adj
5744,Noun
5745,Punc
5746,Conj
5747,Noun
5748,Noun
5749,Adj
5750,Noun
5751,Noun
5752,Noun
5753,Pron
5754,Noun
5755,Noun
5756,Verb
5757,Punc
5758,Adv
5759,Noun
5760,Det
5761,Noun
5762,Verb
5763,Punc
5764,Det
5765,Adj
5766,Noun
5767,Adj
5768,Noun
5769,Conj
5770,Noun
5771,Conj
5772,Noun
5773,Noun
5774,Noun
5775,Noun
5776,Verb
5777,Punc
5778,Noun
5779,Punc
5780,Noun
5781,Noun
5782,Verb
5783,Punc
5784,Det
5785,Noun
5786,Noun
5787,Noun
5788,Noun
5789,Noun
5790,Adv
5791,Conj
5792,Verb
5793,Punc
5794,Noun
5795,Noun
5796,Pron
5797,Postp
5798,Noun
5799,Verb
5800,Punc
5801,Noun
5802,Verb
5803,Punc
5804,Noun
5805,Verb
5806,Punc
5807,Pron
5808,Pron
5809,Verb
5810,Verb
5811,Punc
5812,Adj
5813,Det
5814,Noun
5815,Noun
5816,Noun
5817,Verb
5818,Punc
5819,Noun
5820,Noun
5821,Noun
5822,Noun
5823,Noun
5824,Adj
5825,Noun
5826,Noun
5827,Conj
5828,Noun
5829,Noun
5830,Adj
5831,Noun
5832,Noun
5833,Noun
5834,Punc
5835,Noun
5836,Noun
5837,Conj
5838,Verb
5839,Punc
5840,Noun
5841,Noun
5842,Verb
5843,Punc
5844,Adv
5845,Noun
5846,Noun
5847,Noun
5848,Noun
5849,Adj
5850,Noun
5851,Noun
5852,Noun
5853,Noun
5854,Noun
5855,Adv
5856,Noun
5857,Adv
5858,Punc
5859,Noun
5860,Noun
5861,Punc
5862,Noun
5863,Noun
5864,Adj
5865,Noun
5866,Noun
5867,Verb
5868,Conj
5869,Verb
5870,Punc
5871,Conj
5872,Adj
5873,Noun
5874,Postp
5875,Punc
5876,Det
5877,Noun
5878,Noun
5879,Noun
5880,Noun
5881,Noun
5882,Adj
5883,Noun
5884,Noun
5885,Noun
5886,Adv
5887,Conj
5888,Verb
5889,Punc
5890,Noun
5891,Noun
5892,Noun
5893,Adj
5894,Noun
5895,Punc
5896,Num
5897,Noun
5898,Det
5899,Noun
5900,Noun
5901,Noun
5902,Noun
5903,Pron
5904,Punc
5905,Noun
5906,Noun
5907,Noun
5908,Noun
5909,Adj
5910,Noun
5911,Det
5912,Noun
5913,Noun
5914,Noun
5915,Noun
5916,Verb
5917,Punc
5918,Noun
5919,Verb
5920,Punc
5921,Conj
5922,Noun
5923,Noun
5924,Adj
5925,Det
5926,Noun
5927,Noun
5928,Noun
5929,Noun
5930,Noun
5931,Verb
5932,Punc
5933,Adj
5934,Det
5935,Noun
5936,Adv
5937,Conj
5938,Noun
5939,Noun
5940,Punc
5941,Adj
5942,Noun
5943,Noun
5944,Noun
5945,Noun
5946,Verb
5947,Punc
5948,Noun
5949,Noun
5950,Noun
5951,Noun
5952,Noun
5953,Punc
5954,Noun
5955,Noun
5956,Noun
5957,Adv
5958,Noun
5959,Verb
5960,Punc
5961,Verb
5962,Punc
5963,Noun
5964,Conj
5965,Verb
5966,Verb
5967,Punc
5968,Adv
5969,Verb
5970,Conj
5971,Adj
5972,Det
5973,Noun
5974,Punc
5975,Adv
5976,Det
5977,Noun
5978,Adj
5979,Det
5980,Noun
5981,Noun
5982,Noun
5983,Punc
5984,Noun
5985,Noun
5986,Noun
5987,Noun
5988,Verb
5989,Punc
5990,Adj
5991,Noun
5992,Noun
5993,Num
5994,Adj
5995,Noun
5996,Noun
5997,Verb
5998,Punc
5999,Noun
6000,Postp
6001,Adj
6002,Noun
6003,Verb
6004,Punc
6005,Noun
6006,Det
6007,Noun
6008,Verb
6009,Punc
6010,Noun
6011,Noun
6012,Noun
6013,Noun
6014,Noun
6015,Noun
6016,Verb
6017,Punc
6018,Noun
6019,Adj
6020,Noun
6021,Verb
6022,Punc
6023,Noun
6024,Noun
6025,Noun
6026,Conj
6027,Noun
6028,Adj
6029,Noun
6030,Noun
6031,Noun
6032,Adj
6033,Noun
6034,Noun
6035,Noun
6036,Noun
6037,Noun
6038,Verb
6039,Punc
6040,Num
6041,Noun
6042,Verb
6043,Punc
6044,Postp
6045,Verb
6046,Punc
6047,Noun
6048,Noun
6049,Adv
6050,Punc
6051,Noun
6052,Noun
6053,Verb
6054,Punc
6055,Noun
6056,Postp
6057,Verb
6058,Punc
6059,Verb
6060,Punc
6061,Noun
6062,Adj
6063,Noun
6064,Noun
6065,Adv
6066,Verb
6067,Punc
6068,Verb
6069,Punc
6070,Noun
6071,Verb
6072,Punc
6073,Noun
6074,Verb
6075,Punc
6076,Punc
6077,Det
6078,Noun
6079,Verb
6080,Punc
6081,Det
6082,Num
6083,Noun
6084,Noun
6085,Adj
6086,Noun
6087,Noun
6088,Verb
6089,Punc
6090,Noun
6091,Noun
6092,Conj
6093,Conj
6094,Noun
6095,Noun
6096,Noun
6097,Noun
6098,Noun
6099,Noun
6100,Verb
6101,Punc
6102,Noun
6103,Noun
6104,Noun
6105,Noun
6106,Noun
6107,Noun
6108,Noun
6109,Adj
6110,Noun
6111,Verb
6112,Punc
6113,Verb
6114,Punc
6115,Punc
6116,Punc
6117,Punc
6118,Noun
6119,Verb
6120,Punc
6121,Noun
6122,Verb
6123,Punc
6124,Punc
6125,Punc
6126,Noun
6127,Noun
6128,Verb
6129,Punc
6130,Noun
6131,Noun
6132,Verb
6133,Punc
6134,Punc
6135,Punc
6136,Verb
6137,Punc
6138,Noun
6139,Verb
6140,Punc
6141,Punc
6142,Punc
6143,Verb
6144,Punc
6145,Noun
6146,Verb
6147,Punc
6148,Noun
6149,Adj
6150,Det
6151,Noun
6152,Noun
6153,Noun
6154,Noun
6155,Punc
6156,Noun
6157,Verb
6158,Punc
6159,Num
6160,Adj
6161,Noun
6162,Postp
6163,Punc
6164,Conj
6165,Num
6166,Noun
6167,Verb
6168,Punc
6169,Det
6170,Adj
6171,Noun
6172,Noun
6173,Adj
6174,Det
6175,Noun
6176,Punc
6177,Adv
6178,Noun
6179,Noun
6180,Adj
6181,Noun
6182,Det
6183,Adj
6184,Noun
6185,Noun
6186,Noun
6187,Noun
6188,Verb
6189,Punc
6190,Adj
6191,Num
6192,Noun
6193,Punc
6194,Adv
6195,Adj
6196,Det
6197,Noun
6198,Noun
6199,Verb
6200,Punc
6201,Noun
6202,Noun
6203,Num
6204,Noun
6205,Postp
6206,Adj
6207,Conj
6208,Det
6209,Noun
6210,Adj
6211,Noun
6212,Adj
6213,Det
6214,Noun
6215,Punc
6216,Noun
6217,Noun
6218,Noun
6219,Noun
6220,Noun
6221,Postp
6222,Pron
6223,Noun
6224,Adj
6225,Det
6226,Noun
6227,Punc
6228,Adv
6229,Noun
6230,Adj
6231,Noun
6232,Adj
6233,Noun
6234,Punc
6235,Noun
6236,Noun
6237,Postp
6238,Adj
6239,Noun
6240,Noun
6241,Pron
6242,Punc
6243,Noun
6244,Det
6245,Noun
6246,Noun
6247,Verb
6248,Punc
6249,Noun
6250,Noun
6251,Adj
6252,Noun
6253,Punc
6254,Noun
6255,Noun
6256,Noun
6257,Noun
6258,Noun
6259,Noun
6260,Noun
6261,Verb
6262,Punc
6263,Pron
6264,Conj
6265,Verb
6266,Punc
6267,Noun
6268,Adj
6269,Noun
6270,Noun
6271,Noun
6272,Noun
6273,Adj
6274,Det
6275,Noun
6276,Noun
6277,Noun
6278,Verb
6279,Pron
6280,Punc
6281,Adv
6282,Noun
6283,Noun
6284,Verb
6285,Punc
6286,Noun
6287,Noun
6288,Noun
6289,Noun
6290,Noun
6291,Verb
6292,Punc
6293,Noun
6294,Adv
6295,Noun
6296,Verb
6297,Adv
6298,Punc
6299,Noun
6300,Noun
6301,Noun
6302,Noun
6303,Noun
6304,Noun
6305,Noun
6306,Punc
6307,Noun
6308,Noun
6309,Punc
6310,Det
6311,Conj
6312,Noun
6313,Noun
6314,Verb
6315,Noun
6316,Punc
6317,Noun
6318,Noun
6319,Noun
6320,Postp
6321,Noun
6322,Adj
6323,Noun
6324,Noun
6325,Noun
6326,Conj
6327,Noun
6328,Noun
6329,Noun
6330,Postp
6331,Noun
6332,Verb
6333,Punc
6334,Noun
6335,Noun
6336,Noun
6337,Noun
6338,Adj
6339,Noun
6340,Noun
6341,Noun
6342,Noun
6343,Noun
6344,Noun
6345,Noun
6346,Noun
6347,Noun
6348,Noun
6349,Conj
6350,Noun
6351,Verb
6352,Punc
6353,Noun
6354,Punc
6355,Adv
6356,Noun
6357,Postp
6358,Noun
6359,Noun
6360,Noun
6361,Verb
6362,Punc
6363,Noun
6364,Conj
6365,Noun
6366,Noun
6367,Noun
6368,Noun
6369,Noun
6370,Noun
6371,Verb
6372,Punc
6373,Noun
6374,Noun
6375,Conj
6376,Verb
6377,Punc
6378,Noun
6379,Pron
6380,Noun
6381,Adv
6382,Noun
6383,Noun
6384,Noun
6385,Noun
6386,Verb
6387,Punc
6388,Noun
6389,Punc
6390,Noun
6391,Noun
6392,Noun
6393,Conj
6394,Noun
6395,Adj
6396,Det
6397,Noun
6398,Adv
6399,Det
6400,Noun
6401,Noun
6402,Noun
6403,Noun
6404,Noun
6405,Verb
6406,Punc
6407,Noun
6408,Pron
6409,Postp
6410,Noun
6411,Postp
6412,Noun
6413,Noun
6414,Pron
6415,Adv
6416,Noun
6417,Postp
6418,Verb
6419,Conj
6420,Verb
6421,Punc
6422,Noun
6423,Noun
6424,Noun
6425,Noun
6426,Noun
6427,Noun
6428,Noun
6429,Verb
6430,Punc
6431,Adj
6432,Noun
6433,Punc
6434,Noun
6435,Noun
6436,Adj
6437,Noun
6438,Noun
6439,Adj
6440,Det
6441,Adj
6442,Noun
6443,Conj
6444,Noun
6445,Noun
6446,Verb
6447,Punc
6448,Noun
6449,Noun
6450,Verb
6451,Punc
6452,Punc
6453,Noun
6454,Postp
6455,Det
6456,Noun
6457,Noun
6458,Noun
6459,Noun
6460,Noun
6461,Noun
6462,Noun
6463,Conj
6464,Punc
6465,Pron
6466,Verb
6467,Punc
6468,Punc
6469,Noun
6470,Noun
6471,Postp
6472,Punc
6473,Verb
6474,Punc
6475,Verb
6476,Punc
6477,Noun
6478,Conj
6479,Noun
6480,Adj
6481,Det
6482,Noun
6483,Adj
6484,Noun
6485,Noun
6486,Verb
6487,Punc
6488,Adv
6489,Verb
6490,Punc
6491,Noun
6492,Noun
6493,Noun
6494,Verb
6495,Punc
6496,Noun
6497,Pron
6498,Noun
6499,Adv
6500,Verb
6501,Punc
6502,Pron
6503,Noun
6504,Punc
6505,Noun
6506,Conj
6507,Noun
6508,Verb
6509,Conj
6510,Noun
6511,Verb
6512,Punc
6513,Det
6514,Noun
6515,Verb
6516,Punc
6517,Noun
6518,Noun
6519,Conj
6520,Noun
6521,Postp
6522,Adj
6523,Noun
6524,Noun
6525,Noun
6526,Noun
6527,Verb
6528,Punc
6529,Noun
6530,Noun
6531,Adj
6532,Noun
6533,Noun
6534,Noun
6535,Noun
6536,Conj
6537,Noun
6538,Noun
6539,Noun
6540,Noun
6541,Verb
6542,Punc
6543,Noun
6544,Adj
6545,Noun
6546,Noun
6547,Noun
6548,Noun
6549,Adj
6550,Noun
6551,Punc
6552,Punc
6553,Noun
6554,Noun
6555,Punc
6556,Conj
6557,Punc
6558,Noun
6559,Noun
6560,Punc
6561,Noun
6562,Noun
6563,Punc
6564,Noun
6565,Noun
6566,Adj
6567,Noun
6568,Punc
6569,Conj
6570,Punc
6571,Adj
6572,Noun
6573,Punc
6574,Noun
6575,Verb
6576,Punc
6577,Pron
6578,Punc
6579,Noun
6580,Noun
6581,Verb
6582,Punc
6583,Noun
6584,Noun
6585,Det
6586,Noun
6587,Punc
6588,Punc
6589,Noun
6590,Verb
6591,Punc
6592,Adj
6593,Noun
6594,Verb
6595,Punc
6596,Det
6597,Noun
6598,Noun
6599,Noun
6600,Verb
6601,Punc
6602,Noun
6603,Adj
6604,Punc
6605,Noun
6606,Noun
6607,Postp
6608,Punc
6609,Punc
6610,Verb
6611,Punc
6612,Adv
6613,Noun
6614,Noun
6615,Noun
6616,Noun
6617,Verb
6618,Punc
6619,Punc
6620,Verb
6621,Punc
6622,Noun
6623,Adj
6624,Noun
6625,Noun
6626,Verb
6627,Punc
6628,Noun
6629,Noun
6630,Noun
6631,Adj
6632,Det
6633,Noun
6634,Verb
6635,Punc
6636,Adj
6637,Noun
6638,Noun
6639,Verb
6640,Punc
6641,Noun
6642,Conj
6643,Noun
6644,Postp
6645,Noun
6646,Noun
6647,Verb
6648,Punc
6649,Noun
6650,Det
6651,Noun
6652,Adj
6653,Noun
6654,Punc
6655,Noun
6656,Noun
6657,Noun
6658,Noun
6659,Noun
6660,Verb
6661,Punc
6662,Noun
6663,Noun
6664,Adj
6665,Num
6666,Noun
6667,Noun
6668,Noun
6669,Punc
6670,Noun
6671,Conj
6672,Noun
6673,Verb
6674,Punc
6675,Noun
6676,Punc
6677,Noun
6678,Verb
6679,Punc
6680,Verb
6681,Punc
6682,Conj
6683,Noun
6684,Conj
6685,Noun
6686,Adj
6687,Noun
6688,Conj
6689,Verb
6690,Punc
6691,Noun
6692,Conj
6693,Noun
6694,Conj
6695,Noun
6696,Verb
6697,Punc
6698,Noun
6699,Punc
6700,Noun
6701,Noun
6702,Adv
6703,Noun
6704,Noun
6705,Noun
6706,Noun
6707,Verb
6708,Punc
6709,Noun
6710,Noun
6711,Adv
6712,Verb
6713,Punc
6714,Noun
6715,Punc
6716,Noun
6717,Noun
6718,Verb
6719,Noun
6720,Conj
6721,Noun
6722,Noun
6723,Noun
6724,Conj
6725,Noun
6726,Conj
6727,Noun
6728,Noun
6729,Verb
6730,Punc
6731,Noun
6732,Adj
6733,Noun
6734,Noun
6735,Noun
6736,Punc
6737,Punc
6738,Noun
6739,Noun
6740,Noun
6741,Adj
6742,Det
6743,Noun
6744,Conj
6745,Noun
6746,Noun
6747,Conj
6748,Noun
6749,Postp
6750,Noun
6751,Noun
6752,Adv
6753,Punc
6754,Noun
6755,Noun
6756,Adj
6757,Det
6758,Noun
6759,Postp
6760,Verb
6761,Punc
6762,Verb
6763,Punc
6764,Noun
6765,Punc
6766,Noun
6767,Adj
6768,Noun
6769,Noun
6770,Verb
6771,Punc
6772,Adj
6773,Noun
6774,Noun
6775,Postp
6776,Verb
6777,Punc
6778,Verb
6779,Punc
6780,Noun
6781,Noun
6782,Noun
6783,Punc
6784,Noun
